squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category,PoolAndYard,TheYearRange
83588,82,57,17607,3,4,1994,TRUE,TRUE,2598,746,108,TRUE,2,8369526.4,Luxury,has pool and has yard,from 1990 to 1999
85820,72,70,98420,7,9,2002,TRUE,FALSE,2238,7291,998,TRUE,1,8588402.2,Luxury,has pool and has yard,from 2000 to 2010
39799,23,76,24010,7,8,1993,FALSE,TRUE,5411,1575,281,FALSE,9,3984987.3,Basic,no pool and has yard,from 1990 to 1999
84355,23,22,77493,8,10,1999,TRUE,TRUE,4851,7101,736,TRUE,9,8439985.9,Basic,has pool and no yard,from 1990 to 1999
59747,38,13,67814,4,7,1994,TRUE,TRUE,4173,7116,973,FALSE,8,5984506.4,Luxury,has pool and has yard,from 1990 to 1999
6009,36,59,3453,1,9,2016,FALSE,FALSE,8867,3057,158,FALSE,9,612067.6,Basic,has pool and has yard,after 2011
5965,25,88,99504,8,10,2017,TRUE,FALSE,9846,2192,243,TRUE,1,601173.7,Basic,no pool and no yard,after 2011
78079,31,98,30542,1,6,2001,TRUE,TRUE,3136,7021,989,TRUE,7,7820045.1,Basic,no pool and has yard,from 2000 to 2010
48378,17,19,99291,8,6,2000,FALSE,TRUE,7572,5929,498,FALSE,1,4848213,Basic,has pool and has yard,from 2000 to 2010
94695,86,1,52781,4,1,1992,TRUE,TRUE,5398,553,509,FALSE,8,9478421.2,Luxury,has pool and has yard,from 1990 to 1999
48642,56,87,67962,5,3,2020,FALSE,FALSE,3600,2728,145,FALSE,7,4869835,Basic,no pool and has yard,after 2011
11524,24,65,15883,9,8,2018,TRUE,FALSE,9789,9878,331,FALSE,10,1161912.8,Luxury,has pool and has yard,after 2011
97539,70,88,46421,7,10,1990,TRUE,TRUE,4165,5523,447,FALSE,10,9761326,Basic,no pool and has yard,from 1990 to 1999
825,24,23,73905,6,4,2008,FALSE,FALSE,8622,2077,584,TRUE,4,87430.8,Basic,has pool and no yard,from 2000 to 2010
64365,46,27,80064,3,8,2018,TRUE,TRUE,204,2316,957,TRUE,3,6444610.8,Luxury,has pool and has yard,after 2011
68063,52,51,6235,10,4,1990,FALSE,TRUE,9550,3622,379,TRUE,4,6813816,Basic,no pool and has yard,from 1990 to 1999
41848,55,99,5880,6,1,1992,FALSE,TRUE,2330,3066,861,FALSE,0,4200544.2,Basic,has pool and has yard,from 1990 to 1999
78741,54,60,54734,10,2,2005,FALSE,FALSE,9057,5024,402,FALSE,2,7880701.5,Basic,has pool and no yard,from 2000 to 2010
16824,86,72,73576,1,8,2010,TRUE,FALSE,4287,7300,984,FALSE,10,1695808,Luxury,has pool and has yard,from 2000 to 2010
51203,59,58,31258,2,9,2010,TRUE,FALSE,8413,3175,359,FALSE,5,5123643,Basic,no pool and no yard,from 2000 to 2010
97108,30,88,58422,3,7,2008,FALSE,TRUE,1103,6879,555,FALSE,8,9714782.8,Basic,no pool and no yard,from 2000 to 2010
69261,41,29,49856,7,5,2008,FALSE,TRUE,6518,3834,546,TRUE,3,6935036.8,Basic,has pool and has yard,from 2000 to 2010
89425,19,47,52212,10,9,2002,FALSE,TRUE,3695,3399,439,FALSE,8,8952287.2,Basic,has pool and has yard,from 2000 to 2010
26792,67,32,65774,8,5,2003,TRUE,FALSE,4687,5948,327,TRUE,1,2684819.3,Luxury,has pool and has yard,from 2000 to 2010
91443,65,61,62487,7,7,2002,TRUE,FALSE,9240,6787,549,TRUE,5,9148710.2,Basic,no pool and no yard,from 2000 to 2010
89470,47,4,3654,5,8,2005,FALSE,TRUE,6633,4782,321,TRUE,8,8947834.5,Basic,no pool and no yard,from 2000 to 2010
53313,41,47,61053,2,6,2003,FALSE,FALSE,2127,4905,793,FALSE,9,5335501.3,Basic,no pool and no yard,from 2000 to 2010
93913,6,15,43554,4,6,2009,FALSE,TRUE,9940,7252,744,FALSE,0,9396713.9,Basic,has pool and no yard,from 2000 to 2010
31042,48,53,34588,9,6,2003,TRUE,FALSE,907,3418,162,TRUE,5,3109396.3,Basic,no pool and no yard,from 2000 to 2010
9329,18,18,41666,6,10,2018,FALSE,TRUE,2898,7505,176,FALSE,8,934231.8,Basic,no pool and no yard,after 2011
42272,8,15,22439,10,4,2017,TRUE,FALSE,6622,3306,733,FALSE,5,4232650.7,Basic,no pool and has yard,after 2011
30588,71,73,18782,4,9,1998,FALSE,TRUE,9841,8345,457,FALSE,2,3064993.8,Basic,no pool and has yard,from 1990 to 1999
99742,96,51,28301,7,9,2013,TRUE,TRUE,6762,2336,760,TRUE,6,9984910.3,Luxury,has pool and has yard,after 2011
33065,15,22,66295,10,3,1998,TRUE,FALSE,733,8245,305,FALSE,10,3314847.8,Luxury,has pool and has yard,from 1990 to 1999
22702,10,49,53757,3,10,1995,TRUE,FALSE,6442,1994,122,TRUE,6,2271827.5,Basic,no pool and no yard,from 1990 to 1999
31885,26,68,64954,9,2,2005,TRUE,FALSE,1974,489,732,TRUE,7,3202805.5,Luxury,has pool and has yard,from 2000 to 2010
64602,77,65,23521,5,5,1996,FALSE,TRUE,2656,2980,434,TRUE,6,6467513.6,Basic,no pool and has yard,from 1990 to 1999
75853,17,63,70656,7,6,2004,TRUE,TRUE,4768,2815,256,FALSE,8,7591050.4,Basic,no pool and has yard,from 2000 to 2010
5409,51,70,84029,10,3,2017,TRUE,TRUE,7475,9621,142,FALSE,7,546201.7,Basic,no pool and no yard,after 2011
80699,20,88,65145,3,10,2009,FALSE,TRUE,1740,1538,372,FALSE,8,8074576.9,Basic,no pool and has yard,from 2000 to 2010
8607,17,14,40275,3,4,1992,FALSE,TRUE,1627,465,504,FALSE,1,862453.2,Basic,no pool and no yard,from 1990 to 1999
75057,63,63,19220,6,5,2017,FALSE,TRUE,9394,6084,275,TRUE,6,7518049.7,Basic,has pool and has yard,after 2011
70919,11,44,51455,1,10,1997,TRUE,TRUE,8742,1290,177,TRUE,10,7101031.7,Luxury,has pool and has yard,from 1990 to 1999
29710,96,67,33509,7,8,2015,FALSE,TRUE,9951,4716,1000,TRUE,2,2978583.5,Basic,no pool and has yard,after 2011
61798,46,54,8334,8,1,2013,TRUE,FALSE,9956,8006,361,FALSE,0,6182113.3,Basic,no pool and no yard,after 2011
6313,53,67,28694,9,6,2014,TRUE,FALSE,7458,8642,651,TRUE,0,641055.4,Basic,no pool and has yard,after 2011
60375,50,65,97690,4,9,2004,FALSE,TRUE,8852,5057,664,FALSE,9,6038750.4,Basic,no pool and no yard,from 2000 to 2010
69421,45,9,51581,9,2,2014,TRUE,FALSE,8080,4985,665,TRUE,9,6945284.4,Basic,has pool and no yard,after 2011
89086,4,16,63299,8,10,2019,TRUE,FALSE,2269,2972,885,TRUE,9,8909993.9,Basic,no pool and no yard,after 2011
68603,60,23,54048,3,9,2020,FALSE,TRUE,5026,7023,209,FALSE,2,6861289,Basic,no pool and no yard,after 2011
12448,59,44,81122,4,2,2003,TRUE,FALSE,1095,4762,168,TRUE,0,1249624.3,Basic,no pool and no yard,from 2000 to 2010
37945,85,79,52673,7,8,2001,FALSE,FALSE,1684,7570,917,FALSE,5,3799158.1,Basic,no pool and no yard,from 2000 to 2010
34867,42,69,75690,5,5,1991,FALSE,FALSE,6839,4868,809,TRUE,1,3491110.1,Basic,has pool and no yard,from 1990 to 1999
16547,85,40,23941,4,5,2008,TRUE,TRUE,2183,3447,119,FALSE,10,1659757.8,Luxury,has pool and has yard,from 2000 to 2010
58218,14,46,15974,3,6,2004,TRUE,FALSE,1556,3235,831,FALSE,10,5834539.4,Luxury,has pool and has yard,from 2000 to 2010
28790,88,45,87598,7,2,2005,FALSE,FALSE,6294,9630,655,TRUE,10,2882833.5,Basic,has pool and no yard,from 2000 to 2010
92822,54,9,31180,3,10,1999,TRUE,FALSE,1193,6951,975,FALSE,5,9287119.9,Basic,no pool and has yard,from 1990 to 1999
89217,75,77,2598,1,4,1991,TRUE,FALSE,2892,9333,331,TRUE,8,8929604.1,Luxury,has pool and has yard,from 1990 to 1999
65822,14,59,2582,5,7,2006,TRUE,FALSE,6182,6662,946,FALSE,5,6588632.6,Basic,no pool and no yard,from 2000 to 2010
617,21,27,44204,10,4,2013,FALSE,FALSE,2834,9336,638,FALSE,3,67453.3,Basic,no pool and has yard,after 2011
37171,98,18,79183,4,5,2012,TRUE,FALSE,3008,723,440,TRUE,9,3719105.2,Basic,no pool and no yard,after 2011
82918,54,10,89174,7,10,1999,FALSE,FALSE,8930,4203,871,FALSE,8,8292659.9,Basic,no pool and no yard,from 1990 to 1999
4130,26,41,29304,9,6,2021,TRUE,TRUE,7601,9141,896,TRUE,7,421621.1,Luxury,has pool and has yard,after 2011
95145,60,50,9768,3,9,2020,FALSE,TRUE,6696,6839,284,FALSE,4,9519958,Basic,no pool and has yard,after 2011
58864,11,1,63178,8,3,2014,TRUE,FALSE,7302,9803,105,FALSE,9,5891413.4,Basic,has pool and no yard,after 2011
94363,61,23,638,2,9,1999,TRUE,TRUE,5668,2239,589,FALSE,7,9440706.9,Basic,has pool and no yard,from 1990 to 1999
78204,16,46,34267,7,8,2012,TRUE,TRUE,1830,1136,783,TRUE,9,7822501.2,Basic,no pool and no yard,after 2011
71588,89,21,2882,3,7,2012,TRUE,FALSE,1540,5378,318,TRUE,5,7161052.2,Basic,no pool and no yard,after 2011
68579,67,70,55498,9,2,1997,FALSE,TRUE,3523,7099,352,FALSE,4,6868611.7,Basic,no pool and has yard,from 1990 to 1999
19174,44,54,65146,1,3,1996,TRUE,TRUE,7078,6766,192,FALSE,9,1923170.6,Basic,has pool and no yard,from 1990 to 1999
90646,21,82,63572,5,1,1997,FALSE,TRUE,4615,4738,585,TRUE,3,9071481.7,Basic,no pool and no yard,from 1990 to 1999
81430,82,54,19129,3,6,2020,TRUE,FALSE,7294,2909,924,TRUE,4,8147920,Basic,no pool and has yard,after 2011
99428,94,68,66013,3,6,2018,FALSE,FALSE,5468,3046,572,TRUE,3,9947775.8,Basic,no pool and no yard,after 2011
60815,2,97,8663,5,10,2015,TRUE,FALSE,6517,7559,800,TRUE,5,6089911.5,Basic,no pool and no yard,after 2011
95591,90,39,7883,8,5,1993,TRUE,TRUE,3338,1139,958,TRUE,10,9569415.3,Luxury,has pool and has yard,from 1990 to 1999
47497,18,72,15022,6,5,2009,FALSE,TRUE,6683,3996,630,FALSE,6,4761272.9,Basic,no pool and has yard,from 2000 to 2010
65725,75,95,37200,6,9,2000,FALSE,FALSE,9052,6832,890,TRUE,9,6582022,Basic,has pool and no yard,from 2000 to 2010
21360,8,60,75105,4,7,1991,TRUE,TRUE,8744,3286,374,FALSE,4,2139458.1,Basic,no pool and has yard,from 1990 to 1999
56559,23,60,47398,8,4,1990,TRUE,FALSE,9091,1223,366,FALSE,4,5661049,Basic,no pool and has yard,from 1990 to 1999
45440,74,98,66886,7,10,2002,FALSE,FALSE,9249,7129,597,FALSE,0,4550279.2,Basic,has pool and no yard,from 2000 to 2010
13112,74,26,47159,8,9,1993,TRUE,TRUE,1633,1105,362,TRUE,9,1318665.3,Luxury,has pool and has yard,from 1990 to 1999
68276,71,31,79423,5,4,2012,FALSE,FALSE,1793,7020,696,FALSE,10,6829756.2,Basic,no pool and no yard,after 2011
64518,90,61,72165,5,6,2020,TRUE,TRUE,4171,3638,125,FALSE,6,6455071,Basic,has pool and no yard,after 2011
56093,94,11,41723,7,10,2008,FALSE,FALSE,5012,6187,226,FALSE,2,5619471.8,Basic,has pool and has yard,from 2000 to 2010
84653,83,20,53263,9,8,1997,FALSE,TRUE,8123,299,851,TRUE,1,8467089.7,Basic,no pool and no yard,from 1990 to 1999
96169,51,13,47698,1,3,2019,TRUE,TRUE,2255,9920,559,TRUE,7,9620987.9,Basic,has pool and no yard,after 2011
57789,60,24,58302,1,6,2008,TRUE,FALSE,5651,7192,105,FALSE,5,5787699.8,Luxury,has pool and has yard,from 2000 to 2010
93091,33,43,87131,7,9,1993,FALSE,TRUE,5077,8404,144,TRUE,8,9317741.3,Basic,has pool and has yard,from 1990 to 1999
87190,99,14,68366,9,7,2013,FALSE,TRUE,8633,5913,406,FALSE,0,8724894.3,Basic,no pool and has yard,after 2011
38998,68,31,88997,2,3,1996,TRUE,FALSE,2855,6035,238,TRUE,2,3910733.6,Luxury,has pool and has yard,from 1990 to 1999
97134,61,68,14507,6,4,2019,FALSE,TRUE,8966,5077,602,TRUE,7,9718663.9,Basic,no pool and has yard,after 2011
39309,80,32,40747,4,3,2001,FALSE,FALSE,9448,6462,344,TRUE,7,3939850.1,Basic,has pool and has yard,from 2000 to 2010
70751,87,93,74896,10,8,2003,FALSE,TRUE,4567,2319,721,FALSE,7,7084089.3,Basic,no pool and has yard,from 2000 to 2010
63086,91,49,61895,2,2,2013,FALSE,FALSE,9450,7398,333,FALSE,10,6312576.3,Basic,no pool and no yard,after 2011
25472,23,44,10986,8,3,2003,FALSE,TRUE,2869,5106,892,FALSE,9,2552592.3,Basic,has pool and no yard,from 2000 to 2010
3514,8,21,67658,8,6,2013,TRUE,TRUE,1565,5840,975,FALSE,2,357856.3,Basic,has pool and no yard,after 2011
99134,67,32,90708,4,9,1998,FALSE,FALSE,9316,9674,517,TRUE,2,9919472.8,Basic,has pool and has yard,from 1990 to 1999
82653,31,37,23671,8,6,1992,FALSE,FALSE,6390,2348,480,TRUE,3,8270829.2,Basic,has pool and no yard,from 1990 to 1999
3723,75,31,19531,2,10,2010,FALSE,FALSE,5815,9834,240,TRUE,3,378299,Basic,no pool and has yard,from 2000 to 2010
28232,6,18,92112,2,10,1997,TRUE,FALSE,1632,8322,143,FALSE,1,2827201.7,Basic,has pool and no yard,from 1990 to 1999
46838,49,51,61565,3,8,2020,TRUE,TRUE,7312,9273,306,TRUE,6,4691794,Basic,has pool and no yard,after 2011
90562,47,7,84443,9,1,2002,TRUE,FALSE,2562,8224,580,FALSE,4,9066552.2,Luxury,has pool and has yard,from 2000 to 2010
562,95,97,43277,3,5,2003,TRUE,FALSE,887,1092,178,FALSE,10,65326.3,Basic,has pool and no yard,from 2000 to 2010
5603,75,73,60182,1,10,1992,TRUE,FALSE,746,6398,627,TRUE,5,566684.2,Basic,no pool and has yard,from 1990 to 1999
61704,20,11,67648,1,6,2012,TRUE,TRUE,638,3805,565,TRUE,6,6176111.2,Basic,no pool and has yard,after 2011
49579,99,37,96075,7,10,1996,FALSE,TRUE,2301,6666,658,TRUE,8,4967775.6,Basic,has pool and has yard,from 1990 to 1999
59885,28,25,35351,5,4,2010,TRUE,FALSE,2803,7183,944,TRUE,3,5995883,Luxury,has pool and has yard,from 2000 to 2010
72109,81,41,68214,5,8,1995,FALSE,TRUE,7934,1567,446,FALSE,8,7220099.5,Basic,no pool and has yard,from 1990 to 1999
41965,87,61,3857,10,4,2000,TRUE,TRUE,4173,7371,216,FALSE,7,4204881,Basic,has pool and no yard,from 2000 to 2010
94216,32,75,1878,6,9,1996,FALSE,FALSE,4216,4231,209,FALSE,3,9432083.6,Basic,has pool and has yard,from 1990 to 1999
39166,68,86,32535,3,5,2008,TRUE,FALSE,4613,5967,570,TRUE,7,3924397.8,Basic,has pool and no yard,from 2000 to 2010
9923,41,46,50375,6,10,1994,FALSE,FALSE,1340,1899,477,TRUE,7,995743.4,Basic,no pool and no yard,from 1990 to 1999
49374,38,63,55401,3,6,2000,TRUE,TRUE,3356,5269,555,FALSE,10,4944387,Basic,no pool and no yard,from 2000 to 2010
76316,99,56,27703,7,1,1995,FALSE,FALSE,9431,262,566,TRUE,2,7634333.5,Basic,no pool and no yard,from 1990 to 1999
26089,30,6,56280,9,2,2013,TRUE,TRUE,4029,7946,554,FALSE,9,2615548.3,Luxury,has pool and has yard,after 2011
98045,21,62,51296,9,10,1995,TRUE,FALSE,7184,3182,691,TRUE,3,9818036.5,Luxury,has pool and has yard,from 1990 to 1999
69594,47,58,5834,5,3,2021,FALSE,TRUE,6899,128,215,FALSE,5,6963010.1,Basic,no pool and no yard,after 2011
56966,77,17,57350,9,7,1992,FALSE,FALSE,8974,4039,373,FALSE,2,5701030.2,Basic,has pool and no yard,from 1990 to 1999
64795,53,64,930,8,10,1996,TRUE,TRUE,8261,4387,304,FALSE,7,6489157.6,Luxury,has pool and has yard,from 1990 to 1999
39574,37,54,88532,8,1,2018,FALSE,FALSE,2806,4867,619,FALSE,1,3969486.8,Basic,has pool and has yard,after 2011
49014,54,62,76603,10,3,2014,TRUE,FALSE,38,5627,743,TRUE,2,4908129.4,Basic,no pool and no yard,after 2011
17034,50,89,6586,5,2,2006,TRUE,TRUE,832,5877,417,TRUE,5,1717170.6,Luxury,has pool and has yard,from 2000 to 2010
18742,10,10,84342,5,1,2015,TRUE,TRUE,9836,9056,387,FALSE,6,1879684.5,Basic,has pool and no yard,after 2011
98794,80,91,77690,1,2,2021,TRUE,FALSE,4648,6710,662,TRUE,8,9886677.1,Basic,no pool and no yard,after 2011
72207,46,33,87468,2,2,1996,FALSE,FALSE,6041,760,471,FALSE,3,7230004.6,Basic,has pool and has yard,from 1990 to 1999
54881,24,72,96973,7,10,1998,TRUE,FALSE,7585,6763,446,FALSE,2,5494411.8,Basic,has pool and no yard,from 1990 to 1999
12873,1,12,14790,6,5,2010,TRUE,TRUE,4165,8515,497,TRUE,5,1288333,Basic,no pool and no yard,from 2000 to 2010
66263,51,4,28641,1,7,2020,FALSE,FALSE,9244,7982,371,TRUE,8,6628369,Basic,has pool and no yard,after 2011
26965,29,19,49799,5,6,2002,TRUE,TRUE,9662,6704,149,TRUE,6,2703481.2,Luxury,has pool and has yard,from 2000 to 2010
9433,84,1,11282,10,3,2015,FALSE,FALSE,6558,3404,196,FALSE,7,944025.5,Basic,no pool and no yard,after 2011
95293,80,43,19697,1,4,1993,TRUE,TRUE,7547,8860,772,FALSE,5,9534163.3,Basic,no pool and no yard,from 1990 to 1999
86619,36,7,74512,8,4,1990,TRUE,TRUE,255,2877,222,TRUE,8,8663060,Basic,no pool and no yard,from 1990 to 1999
8677,63,61,41695,10,1,1996,FALSE,FALSE,927,579,839,FALSE,3,875920.6,Basic,has pool and no yard,from 1990 to 1999
83153,43,84,71489,1,7,2014,FALSE,FALSE,7479,1912,956,TRUE,9,8326391.4,Basic,has pool and no yard,after 2011
81892,7,69,29384,3,10,2015,FALSE,FALSE,9180,2785,230,TRUE,6,8204629.5,Basic,has pool and has yard,after 2011
21293,25,24,30379,1,1,2007,TRUE,FALSE,2560,3384,242,FALSE,9,2131214.7,Basic,no pool and no yard,from 2000 to 2010
43636,13,11,23251,7,1,2007,TRUE,FALSE,4347,9943,561,FALSE,5,4373848.7,Luxury,has pool and has yard,from 2000 to 2010
1254,23,12,31508,2,3,2018,FALSE,TRUE,817,2943,873,TRUE,1,127840.8,Basic,has pool and no yard,after 2011
96953,70,55,49615,2,9,2014,FALSE,TRUE,9651,3973,730,FALSE,7,9703052.4,Basic,no pool and has yard,after 2011
92877,22,57,7054,8,3,1993,FALSE,FALSE,5428,5905,170,TRUE,8,9293826.3,Basic,has pool and has yard,from 1990 to 1999
37312,40,9,86812,2,4,2000,TRUE,FALSE,8764,3060,319,TRUE,4,3735539,Basic,has pool and no yard,from 2000 to 2010
44075,60,27,84685,8,2,2005,FALSE,TRUE,5450,1188,755,FALSE,8,4416478.5,Basic,has pool and has yard,from 2000 to 2010
55845,73,76,69630,2,2,2020,TRUE,TRUE,718,294,927,FALSE,9,5593543,Basic,has pool and no yard,after 2011
68565,89,21,308,4,2,1996,TRUE,TRUE,9995,6951,708,FALSE,6,6862474.6,Basic,has pool and no yard,from 1990 to 1999
87484,77,27,98136,1,1,2015,FALSE,TRUE,7495,654,332,TRUE,6,8750467.5,Basic,has pool and no yard,after 2011
89220,31,64,16058,2,9,2014,TRUE,TRUE,6972,6571,361,FALSE,8,8928266.4,Basic,no pool and has yard,after 2011
31525,25,58,10367,4,1,1992,TRUE,FALSE,4833,5465,462,FALSE,0,3161366.2,Basic,has pool and no yard,from 1990 to 1999
52579,55,2,97290,8,6,2013,FALSE,TRUE,1496,2129,778,TRUE,7,5263918.3,Basic,has pool and has yard,after 2011
30803,39,49,63428,2,10,2004,FALSE,FALSE,3551,8633,968,TRUE,6,3085897.4,Basic,no pool and has yard,from 2000 to 2010
82120,31,33,41160,2,4,2018,FALSE,FALSE,9276,9314,156,FALSE,0,8223358.8,Basic,has pool and has yard,after 2011
71171,22,44,545,2,1,2001,TRUE,TRUE,5734,103,873,FALSE,4,7127415.1,Luxury,has pool and has yard,from 2000 to 2010
579,8,20,73116,2,2,1994,FALSE,TRUE,5060,7544,710,TRUE,7,63718.4,Basic,has pool and no yard,from 1990 to 1999
89204,69,19,24653,3,1,1994,FALSE,FALSE,4087,8696,742,TRUE,6,8921053.4,Basic,no pool and no yard,from 1990 to 1999
5904,56,1,49893,8,7,2018,FALSE,FALSE,9801,8978,490,TRUE,1,595108.8,Basic,has pool and no yard,after 2011
92629,62,15,79904,8,8,2003,FALSE,FALSE,5983,1667,618,TRUE,3,9263965.3,Basic,no pool and no yard,from 2000 to 2010
77553,96,99,37327,9,10,2005,FALSE,TRUE,4072,4969,406,TRUE,8,7763278.5,Basic,no pool and no yard,from 2000 to 2010
3542,16,92,30643,5,8,1998,TRUE,TRUE,6923,5570,414,TRUE,10,363918.8,Luxury,has pool and has yard,from 1990 to 1999
10749,68,71,41638,1,7,2000,FALSE,FALSE,4757,6098,889,TRUE,8,1085899,Basic,has pool and has yard,from 2000 to 2010
38021,76,82,26974,1,2,1991,TRUE,TRUE,8601,915,955,FALSE,0,3817885.1,Luxury,has pool and has yard,from 1990 to 1999
97193,47,18,47816,10,2,2009,FALSE,TRUE,3810,843,488,FALSE,5,9723642.9,Basic,has pool and no yard,from 2000 to 2010
13309,20,73,56261,6,8,2004,TRUE,FALSE,1620,7675,843,FALSE,5,1337541.4,Basic,no pool and has yard,from 2000 to 2010
10708,84,93,97875,6,6,1998,TRUE,TRUE,9347,118,209,FALSE,10,1076965.8,Basic,has pool and no yard,from 1990 to 1999
77460,95,23,56748,8,9,2008,FALSE,TRUE,9289,7172,951,TRUE,2,7753079.8,Basic,has pool and no yard,from 2000 to 2010
94133,93,71,83023,2,5,2012,TRUE,TRUE,9978,803,143,FALSE,10,9415634.2,Basic,no pool and no yard,after 2011
99869,63,15,64932,5,7,2001,TRUE,TRUE,5894,5049,826,FALSE,10,9990641.1,Basic,has pool and no yard,from 2000 to 2010
66370,15,20,7190,4,3,2002,FALSE,FALSE,5358,5636,962,FALSE,7,6638720.2,Basic,no pool and no yard,from 2000 to 2010
74780,86,3,84310,5,2,2005,TRUE,TRUE,3421,1338,276,FALSE,1,7479141.5,Basic,no pool and no yard,from 2000 to 2010
89925,25,50,98444,5,7,1992,TRUE,TRUE,4584,8115,918,TRUE,6,8999987.2,Basic,has pool and no yard,from 1990 to 1999
28808,71,13,46565,2,10,2010,TRUE,FALSE,75,1103,755,FALSE,3,2888357,Luxury,has pool and has yard,from 2000 to 2010
28640,68,98,79149,9,2,1990,FALSE,FALSE,4829,7148,865,FALSE,1,2870927,Basic,has pool and no yard,from 1990 to 1999
15517,54,27,47190,8,9,2001,FALSE,FALSE,7754,8916,991,TRUE,4,1554406.1,Basic,no pool and no yard,from 2000 to 2010
11059,42,85,90373,9,9,2011,FALSE,TRUE,9216,2984,888,TRUE,0,1113128.1,Basic,has pool and no yard,after 2011
86183,10,31,5386,7,10,2010,FALSE,FALSE,8389,8395,637,FALSE,0,8624347,Basic,has pool and has yard,from 2000 to 2010
19408,71,50,83493,3,6,2013,FALSE,FALSE,4385,3514,180,FALSE,5,1953014.3,Basic,has pool and has yard,after 2011
26958,32,40,49753,8,2,2001,FALSE,TRUE,9038,919,575,FALSE,0,2706761.1,Basic,has pool and has yard,from 2000 to 2010
45859,4,69,30467,7,2,2008,FALSE,TRUE,3926,3239,362,FALSE,9,4595196.8,Basic,has pool and no yard,from 2000 to 2010
55845,54,41,6679,10,7,2019,FALSE,TRUE,704,6103,315,FALSE,7,5588845.9,Basic,no pool and no yard,after 2011
43304,52,72,3578,9,2,2009,TRUE,TRUE,3471,6444,674,FALSE,9,4337442.9,Basic,has pool and no yard,from 2000 to 2010
79511,16,48,57353,6,5,2007,FALSE,FALSE,6230,764,643,TRUE,5,7953040.7,Basic,no pool and no yard,from 2000 to 2010
88501,53,54,47121,4,3,1992,TRUE,FALSE,6277,279,234,TRUE,8,8853507.2,Basic,no pool and no yard,from 1990 to 1999
75616,74,80,82139,7,10,2006,TRUE,FALSE,3725,1227,247,FALSE,9,7571050.6,Basic,no pool and has yard,from 2000 to 2010
18368,21,7,6822,9,9,2002,TRUE,FALSE,637,5404,362,FALSE,10,1837769.2,Basic,no pool and no yard,from 2000 to 2010
5375,33,58,4817,10,3,2010,FALSE,FALSE,2524,7106,120,FALSE,3,550909,Basic,has pool and has yard,from 2000 to 2010
6707,72,4,86419,1,4,2001,TRUE,TRUE,4976,5004,429,TRUE,0,673817.1,Basic,has pool and no yard,from 2000 to 2010
92190,11,72,71291,1,10,1995,FALSE,TRUE,5402,3753,142,FALSE,2,9225418.5,Basic,no pool and has yard,from 1990 to 1999
25432,58,46,43170,4,7,2011,TRUE,FALSE,9273,3243,426,TRUE,7,2550518.1,Basic,no pool and has yard,after 2011
37793,34,55,22570,7,4,1996,TRUE,TRUE,7075,9413,555,FALSE,0,3786136.6,Basic,has pool and no yard,from 1990 to 1999
60854,27,30,53332,10,7,2019,FALSE,FALSE,8561,2872,434,TRUE,1,6092125.9,Basic,no pool and has yard,after 2011
91531,85,12,55812,7,8,2007,FALSE,TRUE,7085,5229,974,FALSE,1,9157941.7,Basic,no pool and has yard,from 2000 to 2010
68876,40,25,66576,4,7,1990,TRUE,FALSE,7964,5567,634,TRUE,2,6891640,Basic,no pool and has yard,from 1990 to 1999
7608,98,6,7118,4,7,2019,FALSE,TRUE,7675,4430,951,TRUE,4,764900.9,Basic,no pool and has yard,after 2011
68717,60,13,88535,6,10,2004,FALSE,FALSE,5345,9447,605,TRUE,4,6877356.4,Basic,has pool and no yard,from 2000 to 2010
65723,52,24,15556,7,6,2008,TRUE,FALSE,1917,1872,236,FALSE,4,6578284.8,Luxury,has pool and has yard,from 2000 to 2010
80039,64,39,32244,10,4,1990,FALSE,FALSE,7828,1720,700,TRUE,1,8008148,Basic,no pool and no yard,from 1990 to 1999
62744,34,26,54605,8,9,1990,FALSE,TRUE,6211,8558,307,TRUE,4,6279042,Basic,has pool and no yard,from 1990 to 1999
33624,60,29,42756,8,1,2016,TRUE,FALSE,256,8882,723,FALSE,1,3371675.6,Luxury,has pool and has yard,after 2011
7939,23,75,98779,6,4,1995,FALSE,TRUE,4950,9245,770,TRUE,9,806234.5,Basic,has pool and has yard,from 1990 to 1999
62854,33,71,96804,1,6,2006,TRUE,FALSE,6993,7510,137,TRUE,10,6289045.6,Basic,no pool and no yard,from 2000 to 2010
51757,81,35,47245,1,1,2002,TRUE,FALSE,2500,3378,510,TRUE,4,5177725.2,Basic,no pool and no yard,from 2000 to 2010
32497,56,20,55022,2,7,2018,FALSE,FALSE,8808,6207,167,TRUE,1,3253783.8,Basic,has pool and no yard,after 2011
32267,51,59,23473,10,8,2019,FALSE,FALSE,4674,6809,179,FALSE,2,3235159.9,Basic,has pool and has yard,after 2011
92490,40,23,39064,2,3,2009,TRUE,TRUE,6831,3435,650,TRUE,2,9254979.9,Basic,no pool and has yard,from 2000 to 2010
72677,78,57,10331,10,10,2019,FALSE,TRUE,3202,2431,787,TRUE,10,7274269.9,Basic,no pool and has yard,after 2011
68744,89,77,71205,6,5,2013,FALSE,FALSE,1008,1368,146,TRUE,3,6883722.3,Basic,has pool and has yard,after 2011
